"","time","n.risk","n.event","n.censor","surv","std.err","upper","lower","Management","Climate","n_sims","sim_ids"
"115",25,64,26,0,0.618431445600047,0.132681428079011,0.779255050421781,0.457607840778313,"BAU","rcp85",20,"BAU_rcp85_EC-EARTH_RACMO22E-r1_w5; BAU_rcp85_EC-EARTH_RACMO22E-r1_w6; BAU_rcp85_EC-EARTH_RACMO22E-r1_w7; BAU_rcp85_EC-EARTH_RACMO22E-r1_w8; BAU_rcp85_EC-EARTH_RACMO22E-r1_w9; BAU_rcp85_HadGEM2_CCLM_w5; BAU_rcp85_HadGEM2_CCLM_w6; BAU_rcp85_HadGEM2_CCLM_w7; BAU_rcp85_HadGEM2_CCLM_w8; BAU_rcp85_HadGEM2_CCLM_w9; BAU_rcp85_MPI_CCLM_w5; BAU_rcp85_MPI_CCLM_w6; BAU_rcp85_MPI_CCLM_w7; BAU_rcp85_MPI_CCLM_w8; BAU_rcp85_MPI_CCLM_w9; BAU_rcp85_NCC_HIRHAM5_w5; BAU_rcp85_NCC_HIRHAM5_w6; BAU_rcp85_NCC_HIRHAM5_w7; BAU_rcp85_NCC_HIRHAM5_w8; BAU_rcp85_NCC_HIRHAM5_w9"
"116",26,38,8,0,0.487430041415566,0.183052112997201,0.662308022010674,0.312552060820458,"BAU","rcp85",20,"BAU_rcp85_EC-EARTH_RACMO22E-r1_w5; BAU_rcp85_EC-EARTH_RACMO22E-r1_w6; BAU_rcp85_EC-EARTH_RACMO22E-r1_w7; BAU_rcp85_EC-EARTH_RACMO22E-r1_w8; BAU_rcp85_EC-EARTH_RACMO22E-r1_w9; BAU_rcp85_HadGEM2_CCLM_w5; BAU_rcp85_HadGEM2_CCLM_w6; BAU_rcp85_HadGEM2_CCLM_w7; BAU_rcp85_HadGEM2_CCLM_w8; BAU_rcp85_HadGEM2_CCLM_w9; BAU_rcp85_MPI_CCLM_w5; BAU_rcp85_MPI_CCLM_w6; BAU_rcp85_MPI_CCLM_w7; BAU_rcp85_MPI_CCLM_w8; BAU_rcp85_MPI_CCLM_w9; BAU_rcp85_NCC_HIRHAM5_w5; BAU_rcp85_NCC_HIRHAM5_w6; BAU_rcp85_NCC_HIRHAM5_w7; BAU_rcp85_NCC_HIRHAM5_w8; BAU_rcp85_NCC_HIRHAM5_w9"
"117",27,30,8,0,0.356902474038699,0.254202089427983,0.534720901583725,0.179084046493673,"BAU","rcp85",20,"BAU_rcp85_EC-EARTH_RACMO22E-r1_w5; BAU_rcp85_EC-EARTH_RACMO22E-r1_w6; BAU_rcp85_EC-EARTH_RACMO22E-r1_w7; BAU_rcp85_EC-EARTH_RACMO22E-r1_w8; BAU_rcp85_EC-EARTH_RACMO22E-r1_w9; BAU_rcp85_HadGEM2_CCLM_w5; BAU_rcp85_HadGEM2_CCLM_w6; BAU_rcp85_HadGEM2_CCLM_w7; BAU_rcp85_HadGEM2_CCLM_w8; BAU_rcp85_HadGEM2_CCLM_w9; BAU_rcp85_MPI_CCLM_w5; BAU_rcp85_MPI_CCLM_w6; BAU_rcp85_MPI_CCLM_w7; BAU_rcp85_MPI_CCLM_w8; BAU_rcp85_MPI_CCLM_w9; BAU_rcp85_NCC_HIRHAM5_w5; BAU_rcp85_NCC_HIRHAM5_w6; BAU_rcp85_NCC_HIRHAM5_w7; BAU_rcp85_NCC_HIRHAM5_w8; BAU_rcp85_NCC_HIRHAM5_w9"
"118",28,22,5,0,0.275814991087313,0.316851901316801,0.44710115210795,0.104528830066677,"BAU","rcp85",20,"BAU_rcp85_EC-EARTH_RACMO22E-r1_w5; BAU_rcp85_EC-EARTH_RACMO22E-r1_w6; BAU_rcp85_EC-EARTH_RACMO22E-r1_w7; BAU_rcp85_EC-EARTH_RACMO22E-r1_w8; BAU_rcp85_EC-EARTH_RACMO22E-r1_w9; BAU_rcp85_HadGEM2_CCLM_w5; BAU_rcp85_HadGEM2_CCLM_w6; BAU_rcp85_HadGEM2_CCLM_w7; BAU_rcp85_HadGEM2_CCLM_w8; BAU_rcp85_HadGEM2_CCLM_w9; BAU_rcp85_MPI_CCLM_w5; BAU_rcp85_MPI_CCLM_w6; BAU_rcp85_MPI_CCLM_w7; BAU_rcp85_MPI_CCLM_w8; BAU_rcp85_MPI_CCLM_w9; BAU_rcp85_NCC_HIRHAM5_w5; BAU_rcp85_NCC_HIRHAM5_w6; BAU_rcp85_NCC_HIRHAM5_w7; BAU_rcp85_NCC_HIRHAM5_w8; BAU_rcp85_NCC_HIRHAM5_w9"
"119",29,17,3,0,0.227472433318125,0.362405281588143,0.389046398354427,0.0658984682818224,"BAU","rcp85",20,"BAU_rcp85_EC-EARTH_RACMO22E-r1_w5; BAU_rcp85_EC-EARTH_RACMO22E-r1_w6; BAU_rcp85_EC-EARTH_RACMO22E-r1_w7; BAU_rcp85_EC-EARTH_RACMO22E-r1_w8; BAU_rcp85_EC-EARTH_RACMO22E-r1_w9; BAU_rcp85_HadGEM2_CCLM_w5; BAU_rcp85_HadGEM2_CCLM_w6; BAU_rcp85_HadGEM2_CCLM_w7; BAU_rcp85_HadGEM2_CCLM_w8; BAU_rcp85_HadGEM2_CCLM_w9; BAU_rcp85_MPI_CCLM_w5; BAU_rcp85_MPI_CCLM_w6; BAU_rcp85_MPI_CCLM_w7; BAU_rcp85_MPI_CCLM_w8; BAU_rcp85_MPI_CCLM_w9; BAU_rcp85_NCC_HIRHAM5_w5; BAU_rcp85_NCC_HIRHAM5_w6; BAU_rcp85_NCC_HIRHAM5_w7; BAU_rcp85_NCC_HIRHAM5_w8; BAU_rcp85_NCC_HIRHAM5_w9"
"120",30,14,8,0,0.10006521237916,0.567039273776832,0.211275343330651,0,"BAU","rcp85",20,"BAU_rcp85_EC-EARTH_RACMO22E-r1_w5; BAU_rcp85_EC-EARTH_RACMO22E-r1_w6; BAU_rcp85_EC-EARTH_RACMO22E-r1_w7; BAU_rcp85_EC-EARTH_RACMO22E-r1_w8; BAU_rcp85_EC-EARTH_RACMO22E-r1_w9; BAU_rcp85_HadGEM2_CCLM_w5; BAU_rcp85_HadGEM2_CCLM_w6; BAU_rcp85_HadGEM2_CCLM_w7; BAU_rcp85_HadGEM2_CCLM_w8; BAU_rcp85_HadGEM2_CCLM_w9; BAU_rcp85_MPI_CCLM_w5; BAU_rcp85_MPI_CCLM_w6; BAU_rcp85_MPI_CCLM_w7; BAU_rcp85_MPI_CCLM_w8; BAU_rcp85_MPI_CCLM_w9; BAU_rcp85_NCC_HIRHAM5_w5; BAU_rcp85_NCC_HIRHAM5_w6; BAU_rcp85_NCC_HIRHAM5_w7; BAU_rcp85_NCC_HIRHAM5_w8; BAU_rcp85_NCC_HIRHAM5_w9"
"121",31,6,5,0,0.022389813859103,1.09285970113588,0.0703480261532972,0,"BAU","rcp85",20,"BAU_rcp85_EC-EARTH_RACMO22E-r1_w5; BAU_rcp85_EC-EARTH_RACMO22E-r1_w6; BAU_rcp85_EC-EARTH_RACMO22E-r1_w7; BAU_rcp85_EC-EARTH_RACMO22E-r1_w8; BAU_rcp85_EC-EARTH_RACMO22E-r1_w9; BAU_rcp85_HadGEM2_CCLM_w5; BAU_rcp85_HadGEM2_CCLM_w6; BAU_rcp85_HadGEM2_CCLM_w7; BAU_rcp85_HadGEM2_CCLM_w8; BAU_rcp85_HadGEM2_CCLM_w9; BAU_rcp85_MPI_CCLM_w5; BAU_rcp85_MPI_CCLM_w6; BAU_rcp85_MPI_CCLM_w7; BAU_rcp85_MPI_CCLM_w8; BAU_rcp85_MPI_CCLM_w9; BAU_rcp85_NCC_HIRHAM5_w5; BAU_rcp85_NCC_HIRHAM5_w6; BAU_rcp85_NCC_HIRHAM5_w7; BAU_rcp85_NCC_HIRHAM5_w8; BAU_rcp85_NCC_HIRHAM5_w9"
"122",32,1,1,0,0.00769563484004643,1.70206905056352,0.0333682267874117,0,"BAU","rcp85",20,"BAU_rcp85_EC-EARTH_RACMO22E-r1_w5; BAU_rcp85_EC-EARTH_RACMO22E-r1_w6; BAU_rcp85_EC-EARTH_RACMO22E-r1_w7; BAU_rcp85_EC-EARTH_RACMO22E-r1_w8; BAU_rcp85_EC-EARTH_RACMO22E-r1_w9; BAU_rcp85_HadGEM2_CCLM_w5; BAU_rcp85_HadGEM2_CCLM_w6; BAU_rcp85_HadGEM2_CCLM_w7; BAU_rcp85_HadGEM2_CCLM_w8; BAU_rcp85_HadGEM2_CCLM_w9; BAU_rcp85_MPI_CCLM_w5; BAU_rcp85_MPI_CCLM_w6; BAU_rcp85_MPI_CCLM_w7; BAU_rcp85_MPI_CCLM_w8; BAU_rcp85_MPI_CCLM_w9; BAU_rcp85_NCC_HIRHAM5_w5; BAU_rcp85_NCC_HIRHAM5_w6; BAU_rcp85_NCC_HIRHAM5_w7; BAU_rcp85_NCC_HIRHAM5_w8; BAU_rcp85_NCC_HIRHAM5_w9"
"123",15,100,3,0,0.944451424531851,0.0345105015061043,1,0.88056935347632,"BIOECONOMY","rcp85",20,"BIOECONOMY_rcp85_EC-EARTH_RACMO22E-r1_w5; BIOECONOMY_rcp85_EC-EARTH_RACMO22E-r1_w6; BIOECONOMY_rcp85_EC-EARTH_RACMO22E-r1_w7; BIOECONOMY_rcp85_EC-EARTH_RACMO22E-r1_w8; BIOECONOMY_rcp85_EC-EARTH_RACMO22E-r1_w9; BIOECONOMY_rcp85_HadGEM2_CCLM_w5; BIOECONOMY_rcp85_HadGEM2_CCLM_w6; BIOECONOMY_rcp85_HadGEM2_CCLM_w7; BIOECONOMY_rcp85_HadGEM2_CCLM_w8; BIOECONOMY_rcp85_HadGEM2_CCLM_w9; BIOECONOMY_rcp85_MPI_CCLM_w5; BIOECONOMY_rcp85_MPI_CCLM_w6; BIOECONOMY_rcp85_MPI_CCLM_w7; BIOECONOMY_rcp85_MPI_CCLM_w8; BIOECONOMY_rcp85_MPI_CCLM_w9; BIOECONOMY_rcp85_NCC_HIRHAM5_w5; BIOECONOMY_rcp85_NCC_HIRHAM5_w6; BIOECONOMY_rcp85_NCC_HIRHAM5_w7; BIOECONOMY_rcp85_NCC_HIRHAM5_w8; BIOECONOMY_rcp85_NCC_HIRHAM5_w9"
"124",16,97,6,0,0.833972778966893,0.0684645425507381,0.945881949602838,0.722063608330949,"BIOECONOMY","rcp85",20,"BIOECONOMY_rcp85_EC-EARTH_RACMO22E-r1_w5; BIOECONOMY_rcp85_EC-EARTH_RACMO22E-r1_w6; BIOECONOMY_rcp85_EC-EARTH_RACMO22E-r1_w7; BIOECONOMY_rcp85_EC-EARTH_RACMO22E-r1_w8; BIOECONOMY_rcp85_EC-EARTH_RACMO22E-r1_w9; BIOECONOMY_rcp85_HadGEM2_CCLM_w5; BIOECONOMY_rcp85_HadGEM2_CCLM_w6; BIOECONOMY_rcp85_HadGEM2_CCLM_w7; BIOECONOMY_rcp85_HadGEM2_CCLM_w8; BIOECONOMY_rcp85_HadGEM2_CCLM_w9; BIOECONOMY_rcp85_MPI_CCLM_w5; BIOECONOMY_rcp85_MPI_CCLM_w6; BIOECONOMY_rcp85_MPI_CCLM_w7; BIOECONOMY_rcp85_MPI_CCLM_w8; BIOECONOMY_rcp85_MPI_CCLM_w9; BIOECONOMY_rcp85_NCC_HIRHAM5_w5; BIOECONOMY_rcp85_NCC_HIRHAM5_w6; BIOECONOMY_rcp85_NCC_HIRHAM5_w7; BIOECONOMY_rcp85_NCC_HIRHAM5_w8; BIOECONOMY_rcp85_NCC_HIRHAM5_w9"
"125",17,91,6,0,0.727564717805819,0.0996134375335811,0.869613543812167,0.585515891799471,"BIOECONOMY","rcp85",20,"BIOECONOMY_rcp85_EC-EARTH_RACMO22E-r1_w5; BIOECONOMY_rcp85_EC-EARTH_RACMO22E-r1_w6; BIOECONOMY_rcp85_EC-EARTH_RACMO22E-r1_w7; BIOECONOMY_rcp85_EC-EARTH_RACMO22E-r1_w8; BIOECONOMY_rcp85_EC-EARTH_RACMO22E-r1_w9; BIOECONOMY_rcp85_HadGEM2_CCLM_w5; BIOECONOMY_rcp85_HadGEM2_CCLM_w6; BIOECONOMY_rcp85_HadGEM2_CCLM_w7; BIOECONOMY_rcp85_HadGEM2_CCLM_w8; BIOECONOMY_rcp85_HadGEM2_CCLM_w9; BIOECONOMY_rcp85_MPI_CCLM_w5; BIOECONOMY_rcp85_MPI_CCLM_w6; BIOECONOMY_rcp85_MPI_CCLM_w7; BIOECONOMY_rcp85_MPI_CCLM_w8; BIOECONOMY_rcp85_MPI_CCLM_w9; BIOECONOMY_rcp85_NCC_HIRHAM5_w5; BIOECONOMY_rcp85_NCC_HIRHAM5_w6; BIOECONOMY_rcp85_NCC_HIRHAM5_w7; BIOECONOMY_rcp85_NCC_HIRHAM5_w8; BIOECONOMY_rcp85_NCC_HIRHAM5_w9"
"126",20,85,1,0,0.710379325160137,0.104854226284644,0.856369740538917,0.564388909781357,"BIOECONOMY","rcp85",20,"BIOECONOMY_rcp85_EC-EARTH_RACMO22E-r1_w5; BIOECONOMY_rcp85_EC-EARTH_RACMO22E-r1_w6; BIOECONOMY_rcp85_EC-EARTH_RACMO22E-r1_w7; BIOECONOMY_rcp85_EC-EARTH_RACMO22E-r1_w8; BIOECONOMY_rcp85_EC-EARTH_RACMO22E-r1_w9; BIOECONOMY_rcp85_HadGEM2_CCLM_w5; BIOECONOMY_rcp85_HadGEM2_CCLM_w6; BIOECONOMY_rcp85_HadGEM2_CCLM_w7; BIOECONOMY_rcp85_HadGEM2_CCLM_w8; BIOECONOMY_rcp85_HadGEM2_CCLM_w9; BIOECONOMY_rcp85_MPI_CCLM_w5; BIOECONOMY_rcp85_MPI_CCLM_w6; BIOECONOMY_rcp85_MPI_CCLM_w7; BIOECONOMY_rcp85_MPI_CCLM_w8; BIOECONOMY_rcp85_MPI_CCLM_w9; BIOECONOMY_rcp85_NCC_HIRHAM5_w5; BIOECONOMY_rcp85_NCC_HIRHAM5_w6; BIOECONOMY_rcp85_NCC_HIRHAM5_w7; BIOECONOMY_rcp85_NCC_HIRHAM5_w8; BIOECONOMY_rcp85_NCC_HIRHAM5_w9"
"127",21,84,2,0,0.675746294475715,0.115632570109728,0.828894510603404,0.522598078348027,"BIOECONOMY","rcp85",20,"BIOECONOMY_rcp85_EC-EARTH_RACMO22E-r1_w5; BIOECONOMY_rcp85_EC-EARTH_RACMO22E-r1_w6; BIOECONOMY_rcp85_EC-EARTH_RACMO22E-r1_w7; BIOECONOMY_rcp85_EC-EARTH_RACMO22E-r1_w8; BIOECONOMY_rcp85_EC-EARTH_RACMO22E-r1_w9; BIOECONOMY_rcp85_HadGEM2_CCLM_w5; BIOECONOMY_rcp85_HadGEM2_CCLM_w6; BIOECONOMY_rcp85_HadGEM2_CCLM_w7; BIOECONOMY_rcp85_HadGEM2_CCLM_w8; BIOECONOMY_rcp85_HadGEM2_CCLM_w9; BIOECONOMY_rcp85_MPI_CCLM_w5; BIOECONOMY_rcp85_MPI_CCLM_w6; BIOECONOMY_rcp85_MPI_CCLM_w7; BIOECONOMY_rcp85_MPI_CCLM_w8; BIOECONOMY_rcp85_MPI_CCLM_w9; BIOECONOMY_rcp85_NCC_HIRHAM5_w5; BIOECONOMY_rcp85_NCC_HIRHAM5_w6; BIOECONOMY_rcp85_NCC_HIRHAM5_w7; BIOECONOMY_rcp85_NCC_HIRHAM5_w8; BIOECONOMY_rcp85_NCC_HIRHAM5_w9"
"128",22,82,1,0,0.658292334807853,0.121176761090566,0.814638138510443,0.501946531105263,"BIOECONOMY","rcp85",20,"BIOECONOMY_rcp85_EC-EARTH_RACMO22E-r1_w5; BIOECONOMY_rcp85_EC-EARTH_RACMO22E-r1_w6; BIOECONOMY_rcp85_EC-EARTH_RACMO22E-r1_w7; BIOECONOMY_rcp85_EC-EARTH_RACMO22E-r1_w8; BIOECONOMY_rcp85_EC-EARTH_RACMO22E-r1_w9; BIOECONOMY_rcp85_HadGEM2_CCLM_w5; BIOECONOMY_rcp85_HadGEM2_CCLM_w6; BIOECONOMY_rcp85_HadGEM2_CCLM_w7; BIOECONOMY_rcp85_HadGEM2_CCLM_w8; BIOECONOMY_rcp85_HadGEM2_CCLM_w9; BIOECONOMY_rcp85_MPI_CCLM_w5; BIOECONOMY_rcp85_MPI_CCLM_w6; BIOECONOMY_rcp85_MPI_CCLM_w7; BIOECONOMY_rcp85_MPI_CCLM_w8; BIOECONOMY_rcp85_MPI_CCLM_w9; BIOECONOMY_rcp85_NCC_HIRHAM5_w5; BIOECONOMY_rcp85_NCC_HIRHAM5_w6; BIOECONOMY_rcp85_NCC_HIRHAM5_w7; BIOECONOMY_rcp85_NCC_HIRHAM5_w8; BIOECONOMY_rcp85_NCC_HIRHAM5_w9"
"129",23,81,9,0,0.504521581302702,0.17658391319065,0.679135547097655,0.32990761550775,"BIOECONOMY","rcp85",20,"BIOECONOMY_rcp85_EC-EARTH_RACMO22E-r1_w5; BIOECONOMY_rcp85_EC-EARTH_RACMO22E-r1_w6; BIOECONOMY_rcp85_EC-EARTH_RACMO22E-r1_w7; BIOECONOMY_rcp85_EC-EARTH_RACMO22E-r1_w8; BIOECONOMY_rcp85_EC-EARTH_RACMO22E-r1_w9; BIOECONOMY_rcp85_HadGEM2_CCLM_w5; BIOECONOMY_rcp85_HadGEM2_CCLM_w6; BIOECONOMY_rcp85_HadGEM2_CCLM_w7; BIOECONOMY_rcp85_HadGEM2_CCLM_w8; BIOECONOMY_rcp85_HadGEM2_CCLM_w9; BIOECONOMY_rcp85_MPI_CCLM_w5; BIOECONOMY_rcp85_MPI_CCLM_w6; BIOECONOMY_rcp85_MPI_CCLM_w7; BIOECONOMY_rcp85_MPI_CCLM_w8; BIOECONOMY_rcp85_MPI_CCLM_w9; BIOECONOMY_rcp85_NCC_HIRHAM5_w5; BIOECONOMY_rcp85_NCC_HIRHAM5_w6; BIOECONOMY_rcp85_NCC_HIRHAM5_w7; BIOECONOMY_rcp85_NCC_HIRHAM5_w8; BIOECONOMY_rcp85_NCC_HIRHAM5_w9"
"130",24,72,8,0,0.374869416538231,0.23960193384222,0.550912278445985,0.198826554630477,"BIOECONOMY","rcp85",20,"BIOECONOMY_rcp85_EC-EARTH_RACMO22E-r1_w5; BIOECONOMY_rcp85_EC-EARTH_RACMO22E-r1_w6; BIOECONOMY_rcp85_EC-EARTH_RACMO22E-r1_w7; BIOECONOMY_rcp85_EC-EARTH_RACMO22E-r1_w8; BIOECONOMY_rcp85_EC-EARTH_RACMO22E-r1_w9; BIOECONOMY_rcp85_HadGEM2_CCLM_w5; BIOECONOMY_rcp85_HadGEM2_CCLM_w6; BIOECONOMY_rcp85_HadGEM2_CCLM_w7; BIOECONOMY_rcp85_HadGEM2_CCLM_w8; BIOECONOMY_rcp85_HadGEM2_CCLM_w9; BIOECONOMY_rcp85_MPI_CCLM_w5; BIOECONOMY_rcp85_MPI_CCLM_w6; BIOECONOMY_rcp85_MPI_CCLM_w7; BIOECONOMY_rcp85_MPI_CCLM_w8; BIOECONOMY_rcp85_MPI_CCLM_w9; BIOECONOMY_rcp85_NCC_HIRHAM5_w5; BIOECONOMY_rcp85_NCC_HIRHAM5_w6; BIOECONOMY_rcp85_NCC_HIRHAM5_w7; BIOECONOMY_rcp85_NCC_HIRHAM5_w8; BIOECONOMY_rcp85_NCC_HIRHAM5_w9"
"131",25,64,26,0,0.0517262789953931,0.756112513576571,0.128382208583987,0,"BIOECONOMY","rcp85",20,"BIOECONOMY_rcp85_EC-EARTH_RACMO22E-r1_w5; BIOECONOMY_rcp85_EC-EARTH_RACMO22E-r1_w6; BIOECONOMY_rcp85_EC-EARTH_RACMO22E-r1_w7; BIOECONOMY_rcp85_EC-EARTH_RACMO22E-r1_w8; BIOECONOMY_rcp85_EC-EARTH_RACMO22E-r1_w9; BIOECONOMY_rcp85_HadGEM2_CCLM_w5; BIOECONOMY_rcp85_HadGEM2_CCLM_w6; BIOECONOMY_rcp85_HadGEM2_CCLM_w7; BIOECONOMY_rcp85_HadGEM2_CCLM_w8; BIOECONOMY_rcp85_HadGEM2_CCLM_w9; BIOECONOMY_rcp85_MPI_CCLM_w5; BIOECONOMY_rcp85_MPI_CCLM_w6; BIOECONOMY_rcp85_MPI_CCLM_w7; BIOECONOMY_rcp85_MPI_CCLM_w8; BIOECONOMY_rcp85_MPI_CCLM_w9; BIOECONOMY_rcp85_NCC_HIRHAM5_w5; BIOECONOMY_rcp85_NCC_HIRHAM5_w6; BIOECONOMY_rcp85_NCC_HIRHAM5_w7; BIOECONOMY_rcp85_NCC_HIRHAM5_w8; BIOECONOMY_rcp85_NCC_HIRHAM5_w9"
"132",26,38,8,0,0.0119282171271294,1.27021098279342,0.0416243221482517,0,"BIOECONOMY","rcp85",20,"BIOECONOMY_rcp85_EC-EARTH_RACMO22E-r1_w5; BIOECONOMY_rcp85_EC-EARTH_RACMO22E-r1_w6; BIOECONOMY_rcp85_EC-EARTH_RACMO22E-r1_w7; BIOECONOMY_rcp85_EC-EARTH_RACMO22E-r1_w8; BIOECONOMY_rcp85_EC-EARTH_RACMO22E-r1_w9; BIOECONOMY_rcp85_HadGEM2_CCLM_w5; BIOECONOMY_rcp85_HadGEM2_CCLM_w6; BIOECONOMY_rcp85_HadGEM2_CCLM_w7; BIOECONOMY_rcp85_HadGEM2_CCLM_w8; BIOECONOMY_rcp85_HadGEM2_CCLM_w9; BIOECONOMY_rcp85_MPI_CCLM_w5; BIOECONOMY_rcp85_MPI_CCLM_w6; BIOECONOMY_rcp85_MPI_CCLM_w7; BIOECONOMY_rcp85_MPI_CCLM_w8; BIOECONOMY_rcp85_MPI_CCLM_w9; BIOECONOMY_rcp85_NCC_HIRHAM5_w5; BIOECONOMY_rcp85_NCC_HIRHAM5_w6; BIOECONOMY_rcp85_NCC_HIRHAM5_w7; BIOECONOMY_rcp85_NCC_HIRHAM5_w8; BIOECONOMY_rcp85_NCC_HIRHAM5_w9"
"133",27,30,8,0,0.00174712065280735,1.94389932770729,0.00840360259447681,0,"BIOECONOMY","rcp85",20,"BIOECONOMY_rcp85_EC-EARTH_RACMO22E-r1_w5; BIOECONOMY_rcp85_EC-EARTH_RACMO22E-r1_w6; BIOECONOMY_rcp85_EC-EARTH_RACMO22E-r1_w7; BIOECONOMY_rcp85_EC-EARTH_RACMO22E-r1_w8; BIOECONOMY_rcp85_EC-EARTH_RACMO22E-r1_w9; BIOECONOMY_rcp85_HadGEM2_CCLM_w5; BIOECONOMY_rcp85_HadGEM2_CCLM_w6; BIOECONOMY_rcp85_HadGEM2_CCLM_w7; BIOECONOMY_rcp85_HadGEM2_CCLM_w8; BIOECONOMY_rcp85_HadGEM2_CCLM_w9; BIOECONOMY_rcp85_MPI_CCLM_w5; BIOECONOMY_rcp85_MPI_CCLM_w6; BIOECONOMY_rcp85_MPI_CCLM_w7; BIOECONOMY_rcp85_MPI_CCLM_w8; BIOECONOMY_rcp85_MPI_CCLM_w9; BIOECONOMY_rcp85_NCC_HIRHAM5_w5; BIOECONOMY_rcp85_NCC_HIRHAM5_w6; BIOECONOMY_rcp85_NCC_HIRHAM5_w7; BIOECONOMY_rcp85_NCC_HIRHAM5_w8; BIOECONOMY_rcp85_NCC_HIRHAM5_w9"
"134",28,22,5,0,0.000356843565759379,2.50735755236866,0.00211049078434478,0,"BIOECONOMY","rcp85",20,"BIOECONOMY_rcp85_EC-EARTH_RACMO22E-r1_w5; BIOECONOMY_rcp85_EC-EARTH_RACMO22E-r1_w6; BIOECONOMY_rcp85_EC-EARTH_RACMO22E-r1_w7; BIOECONOMY_rcp85_EC-EARTH_RACMO22E-r1_w8; BIOECONOMY_rcp85_EC-EARTH_RACMO22E-r1_w9; BIOECONOMY_rcp85_HadGEM2_CCLM_w5; BIOECONOMY_rcp85_HadGEM2_CCLM_w6; BIOECONOMY_rcp85_HadGEM2_CCLM_w7; BIOECONOMY_rcp85_HadGEM2_CCLM_w8; BIOECONOMY_rcp85_HadGEM2_CCLM_w9; BIOECONOMY_rcp85_MPI_CCLM_w5; BIOECONOMY_rcp85_MPI_CCLM_w6; BIOECONOMY_rcp85_MPI_CCLM_w7; BIOECONOMY_rcp85_MPI_CCLM_w8; BIOECONOMY_rcp85_MPI_CCLM_w9; BIOECONOMY_rcp85_NCC_HIRHAM5_w5; BIOECONOMY_rcp85_NCC_HIRHAM5_w6; BIOECONOMY_rcp85_NCC_HIRHAM5_w7; BIOECONOMY_rcp85_NCC_HIRHAM5_w8; BIOECONOMY_rcp85_NCC_HIRHAM5_w9"
"135",29,17,3,0,0.000108816436002357,2.93284280507547,0.000734322284725586,0,"BIOECONOMY","rcp85",20,"BIOECONOMY_rcp85_EC-EARTH_RACMO22E-r1_w5; BIOECONOMY_rcp85_EC-EARTH_RACMO22E-r1_w6; BIOECONOMY_rcp85_EC-EARTH_RACMO22E-r1_w7; BIOECONOMY_rcp85_EC-EARTH_RACMO22E-r1_w8; BIOECONOMY_rcp85_EC-EARTH_RACMO22E-r1_w9; BIOECONOMY_rcp85_HadGEM2_CCLM_w5; BIOECONOMY_rcp85_HadGEM2_CCLM_w6; BIOECONOMY_rcp85_HadGEM2_CCLM_w7; BIOECONOMY_rcp85_HadGEM2_CCLM_w8; BIOECONOMY_rcp85_HadGEM2_CCLM_w9; BIOECONOMY_rcp85_MPI_CCLM_w5; BIOECONOMY_rcp85_MPI_CCLM_w6; BIOECONOMY_rcp85_MPI_CCLM_w7; BIOECONOMY_rcp85_MPI_CCLM_w8; BIOECONOMY_rcp85_MPI_CCLM_w9; BIOECONOMY_rcp85_NCC_HIRHAM5_w5; BIOECONOMY_rcp85_NCC_HIRHAM5_w6; BIOECONOMY_rcp85_NCC_HIRHAM5_w7; BIOECONOMY_rcp85_NCC_HIRHAM5_w8; BIOECONOMY_rcp85_NCC_HIRHAM5_w9"
"136",30,14,8,0,6.89692395305919e-07,4.81368677757479,7.19670062643285e-06,0,"BIOECONOMY","rcp85",20,"BIOECONOMY_rcp85_EC-EARTH_RACMO22E-r1_w5; BIOECONOMY_rcp85_EC-EARTH_RACMO22E-r1_w6; BIOECONOMY_rcp85_EC-EARTH_RACMO22E-r1_w7; BIOECONOMY_rcp85_EC-EARTH_RACMO22E-r1_w8; BIOECONOMY_rcp85_EC-EARTH_RACMO22E-r1_w9; BIOECONOMY_rcp85_HadGEM2_CCLM_w5; BIOECONOMY_rcp85_HadGEM2_CCLM_w6; BIOECONOMY_rcp85_HadGEM2_CCLM_w7; BIOECONOMY_rcp85_HadGEM2_CCLM_w8; BIOECONOMY_rcp85_HadGEM2_CCLM_w9; BIOECONOMY_rcp85_MPI_CCLM_w5; BIOECONOMY_rcp85_MPI_CCLM_w6; BIOECONOMY_rcp85_MPI_CCLM_w7; BIOECONOMY_rcp85_MPI_CCLM_w8; BIOECONOMY_rcp85_MPI_CCLM_w9; BIOECONOMY_rcp85_NCC_HIRHAM5_w5; BIOECONOMY_rcp85_NCC_HIRHAM5_w6; BIOECONOMY_rcp85_NCC_HIRHAM5_w7; BIOECONOMY_rcp85_NCC_HIRHAM5_w8; BIOECONOMY_rcp85_NCC_HIRHAM5_w9"
