"time","Management","Climate","Model","Windcase","surv","lower","upper"
20,"CONSERVATION","rcp85","HadGEM2_CCLM","w5",0.686642176104767,0.536600705864746,0.878637453981897
20,"CONSERVATION","rcp45","HadGEM2_CCLM","w6",0.838784111552491,0.732730728866098,0.9601873622547
20,"CONSERVATION","rcp45","HadGEM2_CCLM","w7",0.432184021139276,0.251274807388787,0.743341642837725
20,"CONSERVATION","rcp85","HadGEM2_CCLM","w7",0.989690795776282,0.980839459427512,0.998622008759711
20,"CONSERVATION","rcp45","HadGEM2_CCLM","w8",0.951753212256735,0.912314739320725,0.99289657176367
20,"CONSERVATION","rcp85","HadGEM2_CCLM","w8",0.977233886431472,0.959462917735141,0.995334005241442
20,"CONSERVATION","rcp45","HadGEM2_CCLM","w9",0.895930321409118,0.81980497629051,0.979124504040337
20,"CONSERVATION","rcp85","HadGEM2_CCLM","w9",0.984419598642504,0.971743266932973,0.997261292326826
20,"CONSERVATION","rcp45","MPI_CCLM","w5",0.927805730592678,0.872063183769594,0.987111358146785
20,"CONSERVATION","rcp85","MPI_CCLM","w5",0.988102183328133,0.978136439726474,0.998169462913423
20,"CONSERVATION","rcp45","MPI_CCLM","w6",0.944485184459968,0.900296603354703,0.990842640459151
20,"CONSERVATION","rcp85","MPI_CCLM","w6",0.973644682218858,0.953260159645346,0.994465107579606
20,"CONSERVATION","rcp85","MPI_CCLM","w7",0.880336448128427,0.794277977126297,0.975719186760411
20,"CONSERVATION","rcp45","MPI_CCLM","w8",0.944347415065347,0.89024037365621,1
20,"CONSERVATION","rcp85","MPI_CCLM","w8",0.880511213028301,0.772146547673429,1
20,"CONSERVATION","rcp45","MPI_CCLM","w9",0.916887747898315,0.83989082465275,1
20,"CONSERVATION","rcp85","MPI_CCLM","w9",0.936001776775516,0.874460606335845,1
20,"CONSERVATION","rcp45","NCC_HIRHAM5","w5",0.862789227487737,0.741843165921159,1
20,"CONSERVATION","rcp85","NCC_HIRHAM5","w5",0.983968778961748,0.970230940626498,0.997901136142175
20,"CONSERVATION","rcp45","NCC_HIRHAM5","w6",0.939460647690247,0.895370664905821,0.985721716325621
20,"CONSERVATION","rcp85","NCC_HIRHAM5","w6",0.964722135519929,0.93693723402089,0.993330999098048
20,"CONSERVATION","rcp45","NCC_HIRHAM5","w7",0.870417377599103,0.787346890315136,0.962252370010962
20,"CONSERVATION","rcp45","NCC_HIRHAM5","w8",0.975807829336242,0.955952033882507,0.99607604361344
20,"CONSERVATION","rcp85","NCC_HIRHAM5","w8",0.909707545194366,0.847441416504204,0.976548704920954
20,"CONSERVATION","rcp45","NCC_HIRHAM5","w9",0.981506697553925,0.965977651955771,0.997285387910114
20,"CONSERVATION","rcp85","NCC_HIRHAM5","w9",0.930409580906124,0.880633114977372,0.98299958690987
20,"CONSERVATION","refclim","refclim","w5",0.95920195925523,0.927008403664385,0.992513546805099
20,"CONSERVATION","refclim","refclim","w6",0.851328771472277,0.757320868235795,0.957006082276396
20,"CONSERVATION","refclim","refclim","w7",0.987443333744717,0.976732675977004,0.998271442471776
20,"CONSERVATION","refclim","refclim","w8",0.952344584565766,0.917975059414504,0.988000924916426
20,"CONSERVATION","refclim","refclim","w9",0.972309014988701,0.950396385208736,0.994726869063861
20,"UNMANAGED","rcp45","EC-EARTH_RACMO22E-r1","w5",0.897167927316265,0.830563990054231,0.96911291537261
20,"UNMANAGED","rcp45","EC-EARTH_RACMO22E-r1","w6",0.981034047233721,0.965578267725757,0.996737223693527
20,"UNMANAGED","rcp85","EC-EARTH_RACMO22E-r1","w6",0.928679453702802,0.879950321539452,0.980107065840839
20,"UNMANAGED","rcp45","EC-EARTH_RACMO22E-r1","w7",0.985510938139637,0.973505633820091,0.997664292277077
20,"UNMANAGED","rcp85","EC-EARTH_RACMO22E-r1","w7",0.945163049150324,0.906704826316747,0.985252491825892
20,"UNMANAGED","rcp45","EC-EARTH_RACMO22E-r1","w8",0.967956194816056,0.943182493652759,0.993380603847086
20,"UNMANAGED","rcp85","EC-EARTH_RACMO22E-r1","w8",0.881746969874428,0.808366980612677,0.961788070924756
20,"UNMANAGED","rcp45","EC-EARTH_RACMO22E-r1","w9",0.982229098071067,0.967702935462051,0.99697331251439
20,"UNMANAGED","rcp85","EC-EARTH_RACMO22E-r1","w9",0.933058528530513,0.885301904718897,0.983391330147381
20,"UNMANAGED","rcp45","HadGEM2_CCLM","w5",0.960935725344641,0.931126042925064,0.991699754571193
20,"UNMANAGED","rcp85","HadGEM2_CCLM","w5",0.857290311019262,0.766006333971575,0.959452480708568
20,"UNMANAGED","rcp85","HadGEM2_CCLM","w6",0.973194673923897,0.951965508752223,0.994897256934499
20,"UNMANAGED","rcp45","HadGEM2_CCLM","w7",0.900329907149408,0.832036268132982,0.974229096438988
20,"UNMANAGED","rcp85","HadGEM2_CCLM","w7",0.979502630222656,0.963027623155157,0.996259483678927
20,"UNMANAGED","rcp45","HadGEM2_CCLM","w8",0.923090108996216,0.868926509118957,0.980629938647657
20,"UNMANAGED","rcp85","HadGEM2_CCLM","w8",0.954837060405939,0.921001546393203,0.989915614686076
20,"UNMANAGED","rcp45","HadGEM2_CCLM","w9",0.836456178029192,0.73582821121902,0.95084549232504
20,"UNMANAGED","rcp85","HadGEM2_CCLM","w9",0.99727957140178,0.994589776502909,0.999976640653121
20,"UNMANAGED","rcp45","MPI_CCLM","w5",0.989528675433303,0.980124865741877,0.999022709992807
20,"UNMANAGED","rcp85","MPI_CCLM","w5",0.993964386531055,0.98841834586046,0.999541546177991
20,"UNMANAGED","rcp45","MPI_CCLM","w6",0.976878173520928,0.957693372276801,0.996447290465081
20,"UNMANAGED","rcp45","MPI_CCLM","w7",0.995880511637855,0.991982843996874,0.999793493871352
20,"UNMANAGED","rcp85","MPI_CCLM","w7",0.98417524966775,0.970553281840028,0.997988405358077
20,"UNMANAGED","rcp45","MPI_CCLM","w8",0.996858507756646,0.993825594399033,0.999900676826214
20,"UNMANAGED","rcp85","MPI_CCLM","w8",0.987915233683596,0.977274410592825,0.998671916879597
20,"UNMANAGED","rcp45","MPI_CCLM","w9",0.993003406160882,0.986647569056958,0.999400186623466
20,"UNMANAGED","rcp85","MPI_CCLM","w9",0.973233661197654,0.951429050286938,0.995537984679502
20,"UNMANAGED","rcp45","NCC_HIRHAM5","w5",0.89159709355022,0.794704940689909,1
20,"UNMANAGED","rcp85","NCC_HIRHAM5","w5",0.774923404465815,0.599952186970497,1
20,"UNMANAGED","rcp45","NCC_HIRHAM5","w6",0.840404677005907,0.70519517100388,1
20,"UNMANAGED","rcp85","NCC_HIRHAM5","w6",0.875878124253178,0.769303793188116,0.997216568198661
20,"UNMANAGED","rcp85","NCC_HIRHAM5","w7",0.743985908731584,0.55422537684309,0.99871831121127
20,"UNMANAGED","rcp45","NCC_HIRHAM5","w8",0.964059417262109,0.93496238271491,0.994061982807233
20,"UNMANAGED","rcp85","NCC_HIRHAM5","w8",0.785130968356366,0.665980523731138,0.925598595614581
20,"UNMANAGED","rcp45","NCC_HIRHAM5","w9",0.921878228694628,0.863131228350611,0.984623705673554
20,"UNMANAGED","rcp85","NCC_HIRHAM5","w9",0.584154515310417,0.412367347089532,0.827506106305405
20,"UNMANAGED","refclim","refclim","w5",0.946045065489766,0.903248660737019,0.990869186794305
20,"UNMANAGED","refclim","refclim","w6",0.693108745508735,0.544265115365173,0.882657586419753
20,"UNMANAGED","refclim","refclim","w7",0.95860466528302,0.925549761054791,0.992840085934582
20,"UNMANAGED","refclim","refclim","w8",0.756233316026734,0.62654897124256,0.912759982886304
20,"UNMANAGED","refclim","refclim","w9",0.909974353484144,0.842225513559977,0.98317292775757
20,"ADAPTATION","rcp45","EC-EARTH_RACMO22E-r1","w6",0.536072942219524,0.358445470182922,0.801723618471854
20,"ADAPTATION","rcp85","EC-EARTH_RACMO22E-r1","w6",0.971786729809339,0.948787012622445,0.995343987290988
20,"ADAPTATION","rcp45","EC-EARTH_RACMO22E-r1","w7",0.827668771475544,0.715798166515275,0.957023400340349
20,"ADAPTATION","rcp85","EC-EARTH_RACMO22E-r1","w7",0.938379916931921,0.891005200424586,0.988273545520893
20,"ADAPTATION","rcp45","EC-EARTH_RACMO22E-r1","w8",0.656827013024365,0.480245844220577,0.898335155275923
20,"ADAPTATION","rcp85","EC-EARTH_RACMO22E-r1","w8",0.957559483806411,0.923653082491418,0.992710555952829
20,"ADAPTATION","rcp45","EC-EARTH_RACMO22E-r1","w9",0.750800617719368,0.606270619361951,0.929785395441121
20,"ADAPTATION","rcp85","EC-EARTH_RACMO22E-r1","w9",0.967484883972749,0.94155237666113,0.994131631885461
20,"ADAPTATION","rcp45","HadGEM2_CCLM","w5",0.803752833864751,0.681828530778185,0.947479591691923
20,"ADAPTATION","rcp85","HadGEM2_CCLM","w5",0.928892411538328,0.87542422264665,0.985626271117886
20,"ADAPTATION","rcp85","HadGEM2_CCLM","w6",0.614162928791578,0.432533636754808,0.872061895421259
20,"ADAPTATION","rcp45","HadGEM2_CCLM","w7",0.960203355030667,0.929809748528011,0.991590467266834
20,"ADAPTATION","rcp85","HadGEM2_CCLM","w7",0.764607597698084,0.637076713619598,0.917667787817963
20,"ADAPTATION","rcp45","HadGEM2_CCLM","w8",0.913703793221084,0.851452590864232,0.980506290901309
20,"ADAPTATION","rcp85","HadGEM2_CCLM","w8",0.550761129745645,0.369361407847816,0.821249366050935
20,"ADAPTATION","rcp45","HadGEM2_CCLM","w9",0.940316913194278,0.89502521132869,0.987900548551701
20,"ADAPTATION","rcp85","HadGEM2_CCLM","w9",0.66583963835595,0.506111118541773,0.87597843193676
20,"ADAPTATION","rcp45","MPI_CCLM","w5",0.954177402805409,0.919509465042245,0.990152413474773
20,"ADAPTATION","rcp85","MPI_CCLM","w5",0.73344746273564,0.594381172049291,0.905050842607674
20,"ADAPTATION","rcp45","MPI_CCLM","w6",0.90062288326027,0.830315995514704,0.976882996634595
20,"ADAPTATION","rcp45","MPI_CCLM","w7",0.500696759367701,0.31976704566562,0.783999627977522
20,"ADAPTATION","rcp85","MPI_CCLM","w7",0.993849259025441,0.988312476438397,0.999417060103243
20,"ADAPTATION","rcp45","MPI_CCLM","w8",0.960044401785288,0.926741577538035,0.994543976161947
20,"ADAPTATION","rcp85","MPI_CCLM","w8",0.986382444097482,0.974814568101892,0.998087593128815
20,"ADAPTATION","rcp45","MPI_CCLM","w9",0.913367688760764,0.847955372638922,0.98382599107302
20,"ADAPTATION","rcp85","MPI_CCLM","w9",0.990694311185651,0.982510567733398,0.998946220476616
20,"ADAPTATION","rcp45","NCC_HIRHAM5","w5",0.940081043295138,0.892935740354482,0.989715528255189
20,"ADAPTATION","rcp85","NCC_HIRHAM5","w5",0.992899150706513,0.986631375464601,0.999206743257564
20,"ADAPTATION","rcp45","NCC_HIRHAM5","w6",0.953994962810492,0.91657333741492,0.992944428903673
20,"ADAPTATION","rcp85","NCC_HIRHAM5","w6",0.984223898736896,0.97094145450297,0.997688046331008
20,"ADAPTATION","rcp85","NCC_HIRHAM5","w7",0.900238668434021,0.827530945262855,0.979334567224475
20,"ADAPTATION","rcp45","NCC_HIRHAM5","w8",0.74608989058214,0.56078036633794,0.992634832178519
20,"ADAPTATION","rcp85","NCC_HIRHAM5","w8",0.521556343482612,0.27975163080933,0.972366161512581
20,"ADAPTATION","rcp45","NCC_HIRHAM5","w9",0.641556801280437,0.417742755725728,0.985283703015121
20,"ADAPTATION","rcp85","NCC_HIRHAM5","w9",0.71296952270105,0.513327662999912,0.99025549749235
20,"ADAPTATION","refclim","refclim","w5",0.47003699723334,0.229198727849415,0.963944175612052
20,"ADAPTATION","refclim","refclim","w6",0.987716427789537,0.977252200533497,0.99829270396397
20,"ADAPTATION","refclim","refclim","w7",0.92937056170813,0.881786469272335,0.979522447971388
20,"ADAPTATION","refclim","refclim","w8",0.972906716522868,0.951435443912303,0.994862536509155
20,"ADAPTATION","refclim","refclim","w9",0.849778189930273,0.757258208816064,0.953602039138242
20,"BAU","rcp85","EC-EARTH_RACMO22E-r1","w5",0.981445221279795,0.966303593525579,0.9968241128635
20,"BAU","rcp45","EC-EARTH_RACMO22E-r1","w6",0.894942899468227,0.827580921252964,0.967787889667627
20,"BAU","rcp85","EC-EARTH_RACMO22E-r1","w6",0.985825757275451,0.973904600169707,0.997892836257643
20,"BAU","rcp45","EC-EARTH_RACMO22E-r1","w7",0.918877226845654,0.864054695103258,0.977178137912507
20,"BAU","rcp85","EC-EARTH_RACMO22E-r1","w7",0.968646326782381,0.943817521558711,0.994128298062787
20,"BAU","rcp45","EC-EARTH_RACMO22E-r1","w8",0.827961478220308,0.723778710586863,0.947140609953719
20,"BAU","rcp85","EC-EARTH_RACMO22E-r1","w8",0.990382700360198,0.981959826097757,0.998877822803221
20,"BAU","rcp45","EC-EARTH_RACMO22E-r1","w9",0.944337670560571,0.903812842478804,0.98667953599108
20,"BAU","rcp85","EC-EARTH_RACMO22E-r1","w9",0.978752814939249,0.961232241829356,0.996592739053761
20,"BAU","rcp45","HadGEM2_CCLM","w5",0.880491021614146,0.799023161949581,0.970265288995517
20,"BAU","rcp45","HadGEM2_CCLM","w6",0.98546267419206,0.973270171246457,0.99780791697545
20,"BAU","rcp85","HadGEM2_CCLM","w6",0.916873411052629,0.859031854932697,0.978609637195755
20,"BAU","rcp45","HadGEM2_CCLM","w7",0.988900108895205,0.979373879679949,0.998518998375293
20,"BAU","rcp85","HadGEM2_CCLM","w7",0.935990621132211,0.889711584267094,0.984676897928824
20,"BAU","rcp45","HadGEM2_CCLM","w8",0.975400050596616,0.955614559137683,0.995595190138584
20,"BAU","rcp85","HadGEM2_CCLM","w8",0.862766281285196,0.773067662970533,0.962872581246564
20,"BAU","rcp45","HadGEM2_CCLM","w9",0.986380615363692,0.975116850312103,0.997774490363741
20,"BAU","rcp85","HadGEM2_CCLM","w9",0.921946459425428,0.870166787546866,0.976807304313834
20,"BAU","rcp45","MPI_CCLM","w5",0.969985041325966,0.946466673413357,0.994087807659365
20,"BAU","rcp85","MPI_CCLM","w5",0.834766036015336,0.732627219820032,0.951144478437388
20,"BAU","rcp85","MPI_CCLM","w6",0.979434561997618,0.962932962510321,0.996218946264584
20,"BAU","rcp45","MPI_CCLM","w7",0.884131921876661,0.809788659205997,0.965300324220111
20,"BAU","rcp85","MPI_CCLM","w7",0.984285979191756,0.971398098484251,0.997344847951832
20,"BAU","rcp45","MPI_CCLM","w8",0.910404304206191,0.850431728149597,0.974606155535346
20,"BAU","rcp85","MPI_CCLM","w8",0.965273479058075,0.93862421215467,0.992679367639563
20,"BAU","rcp45","MPI_CCLM","w9",0.811021759533372,0.699103464084091,0.940856866298534
20,"BAU","rcp85","MPI_CCLM","w9",0.997918813580006,0.995817966004597,1
20,"BAU","rcp45","NCC_HIRHAM5","w5",0.987729184267783,0.977003938797845,0.998572168147795
20,"BAU","rcp85","NCC_HIRHAM5","w5",0.995380819540094,0.991001774501438,0.999779214731237
20,"BAU","rcp45","NCC_HIRHAM5","w6",0.972934640659422,0.9503199893368,0.996087450139489
20,"BAU","rcp45","NCC_HIRHAM5","w7",0.996847982889593,0.993798984720043,0.999906335455737
20,"BAU","rcp85","NCC_HIRHAM5","w7",0.981464429036444,0.965838347776179,0.997343321148664
20,"BAU","rcp45","NCC_HIRHAM5","w8",0.997596571563893,0.99521232949732,0.999986525587667
20,"BAU","rcp85","NCC_HIRHAM5","w8",0.985840463101627,0.973520345316891,0.998316494733422
20,"BAU","rcp45","NCC_HIRHAM5","w9",0.994644753257778,0.989636624147083,0.999678226375129
20,"BAU","rcp85","NCC_HIRHAM5","w9",0.968678570851363,0.942993797293032,0.995062932884863
20,"BAU","refclim","refclim","w5",0.984038955814547,0.967105663136207,1
20,"BAU","refclim","refclim","w6",0.964875047090902,0.929401404616637,1
20,"BAU","refclim","refclim","w7",0.97591329120615,0.951255147665707,1
20,"BAU","refclim","refclim","w8",0.981587551003581,0.962273077138007,1
20,"BIOECONOMY","rcp45","EC-EARTH_RACMO22E-r1","w5",0.959378290275838,0.918833580875566,1
20,"BIOECONOMY","rcp85","EC-EARTH_RACMO22E-r1","w5",0.987252282053727,0.976396183078837,0.998229084987721
20,"BIOECONOMY","rcp45","EC-EARTH_RACMO22E-r1","w6",0.922167199297578,0.870826604273083,0.97653463879896
20,"BIOECONOMY","rcp85","EC-EARTH_RACMO22E-r1","w6",0.971890993827506,0.949804844365177,0.994490720369343
20,"BIOECONOMY","rcp45","EC-EARTH_RACMO22E-r1","w7",0.83521026819048,0.736224102237297,0.947505236477539
20,"BIOECONOMY","rcp85","EC-EARTH_RACMO22E-r1","w7",0.98074643208931,0.965041359102691,0.996707089269486
20,"BIOECONOMY","rcp45","EC-EARTH_RACMO22E-r1","w8",0.884452718336905,0.810353456570312,0.965327666132645
20,"BIOECONOMY","rcp85","EC-EARTH_RACMO22E-r1","w8",0.985290704347978,0.972867368232648,0.997872684164674
20,"BIOECONOMY","rcp45","EC-EARTH_RACMO22E-r1","w9",0.910656076399992,0.851847674145738,0.973524392510518
20,"BIOECONOMY","rcp85","EC-EARTH_RACMO22E-r1","w9",0.967473569834214,0.941621208319721,0.994035712086408
20,"BIOECONOMY","rcp85","HadGEM2_CCLM","w5",0.81152233696454,0.700487023068373,0.940158035344656
20,"BIOECONOMY","rcp45","HadGEM2_CCLM","w6",0.990018792406511,0.981340885523571,0.998773437219135
20,"BIOECONOMY","rcp85","HadGEM2_CCLM","w6",0.938609895899214,0.893629820945069,0.985854003560705
20,"BIOECONOMY","rcp45","HadGEM2_CCLM","w7",0.977953771116928,0.960058728490754,0.996182368911229
20,"BIOECONOMY","rcp85","HadGEM2_CCLM","w7",0.868666652214687,0.778872537181684,0.968812888692022
20,"BIOECONOMY","rcp45","HadGEM2_CCLM","w8",0.984914020662201,0.972361388093954,0.997628700578607
20,"BIOECONOMY","rcp85","HadGEM2_CCLM","w8",0.908459485580797,0.843148809530049,0.97882915520183
20,"BIOECONOMY","rcp45","HadGEM2_CCLM","w9",0.988480428315528,0.978624783399252,0.998435328572936
20,"BIOECONOMY","rcp85","HadGEM2_CCLM","w9",0.929436479103963,0.878340779752242,0.983504567478743
20,"BIOECONOMY","rcp45","MPI_CCLM","w5",0.974476571490803,0.954034476881794,0.995356678815422
20,"BIOECONOMY","rcp85","MPI_CCLM","w6",0.849343165753206,0.750719810266293,0.960922841447052
20,"BIOECONOMY","rcp45","MPI_CCLM","w7",0.985866356862872,0.974087488358866,0.997787657894645
20,"BIOECONOMY","rcp85","MPI_CCLM","w7",0.914021567705935,0.858031927797497,0.97366473107372
20,"BIOECONOMY","rcp45","MPI_CCLM","w8",0.968861548773888,0.9444642854405,0.993889038646631
20,"BIOECONOMY","rcp85","MPI_CCLM","w8",0.818903488701071,0.709509050245989,0.945164721400361
20,"BIOECONOMY","rcp45","MPI_CCLM","w9",0.978660876166664,0.961402958485212,0.996228586656711
20,"BIOECONOMY","rcp85","MPI_CCLM","w9",0.872641102445524,0.790763827966736,0.962996114320713
20,"BIOECONOMY","rcp45","NCC_HIRHAM5","w5",0.983693284533739,0.970152209101815,0.997423361982184
20,"BIOECONOMY","rcp85","NCC_HIRHAM5","w5",0.90137151039443,0.836904910061637,0.97080395870888
20,"BIOECONOMY","rcp45","NCC_HIRHAM5","w6",0.963976925706577,0.935981339128349,0.992809871786639
20,"BIOECONOMY","rcp45","NCC_HIRHAM5","w7",0.793175287253249,0.673844667732194,0.933638071852054
20,"BIOECONOMY","rcp85","NCC_HIRHAM5","w7",0.99783975305851,0.995664012212852,1
20,"BIOECONOMY","rcp45","NCC_HIRHAM5","w8",0.986434554733346,0.974678387202454,0.998332520294059
20,"BIOECONOMY","rcp85","NCC_HIRHAM5","w8",0.995205577092055,0.990698126533177,0.999733535523105
20,"BIOECONOMY","rcp45","NCC_HIRHAM5","w9",0.970102923326386,0.945307411193654,0.995548824332245
20,"BIOECONOMY","rcp85","NCC_HIRHAM5","w9",0.996728310172391,0.993571169351128,0.999895483026056
20,"BIOECONOMY","refclim","refclim","w5",0.979515724139902,0.962111732826198,0.997234542623167
20,"BIOECONOMY","refclim","refclim","w6",0.997505284957566,0.995027834417373,0.999988903929402
20,"BIOECONOMY","refclim","refclim","w7",0.984348148322414,0.970890631285623,0.997992200030525
20,"BIOECONOMY","refclim","refclim","w8",0.994441663982758,0.989239223173005,0.999671464595625
20,"CONSERVATION","rcp45","EC-EARTH_RACMO22E-r1","w5",0.965409533306957,0.937276903220468,0.994386572204615
20,"CONSERVATION","rcp85","EC-EARTH_RACMO22E-r1","w5",0.988482056201859,0.975903395548314,1
20,"CONSERVATION","rcp45","EC-EARTH_RACMO22E-r1","w6",0.974583470249065,0.948236627544979,1
20,"CONSERVATION","rcp85","EC-EARTH_RACMO22E-r1","w6",0.982598274019831,0.964253269477628,1
20,"CONSERVATION","rcp45","EC-EARTH_RACMO22E-r1","w7",0.986708435330821,0.972330492833066,1
20,"CONSERVATION","rcp85","EC-EARTH_RACMO22E-r1","w7",0.970582740433669,0.940760991721516,1
21,"ADAPTATION","rcp45","EC-EARTH_RACMO22E-r1","w5",0.935202255238836,0.883198786112822,0.990267731292015
21,"BIOECONOMY","rcp85","MPI_CCLM","w5",0.726381983086495,0.588263187657084,0.896929803569896
21,"CONSERVATION","rcp85","HadGEM2_CCLM","w6",0.861673644861164,0.764449936901864,0.971262386726628
21,"CONSERVATION","rcp45","MPI_CCLM","w7",0.49143302093423,0.315433291803492,0.765633876765921
21,"CONSERVATION","rcp85","NCC_HIRHAM5","w7",0.90346629498869,0.830542223106004,0.982793316790121
21,"UNMANAGED","rcp85","EC-EARTH_RACMO22E-r1","w5",0.616052337571699,0.450938278555509,0.841624010814236
21,"UNMANAGED","rcp45","HadGEM2_CCLM","w6",0.925540143666734,0.866993804923701,0.988039998295056
21,"UNMANAGED","rcp85","MPI_CCLM","w6",0.691261822087637,0.543420488660583,0.879324421229869
21,"UNMANAGED","rcp45","NCC_HIRHAM5","w7",0.841418352079858,0.730779506685767,0.968807741240089
21,"ADAPTATION","rcp85","EC-EARTH_RACMO22E-r1","w5",0.438699323788085,0.257927848833101,0.74616640879542
21,"ADAPTATION","rcp45","HadGEM2_CCLM","w6",0.948967667544124,0.905714414572043,0.994286520734737
21,"ADAPTATION","rcp85","MPI_CCLM","w6",0.778837273291012,0.64595971046205,0.93904850169911
21,"ADAPTATION","rcp45","NCC_HIRHAM5","w7",0.890113452580705,0.806436454892773,0.982472894991449
21,"BAU","rcp45","EC-EARTH_RACMO22E-r1","w5",0.573799128752005,0.383951241109601,0.857518884963246
21,"BAU","rcp85","HadGEM2_CCLM","w5",0.923693990492115,0.862482697517052,0.989249512514862
21,"BAU","rcp45","MPI_CCLM","w6",0.68470686600494,0.51905737970877,0.903220936030911
21,"BAU","rcp85","NCC_HIRHAM5","w6",0.941293112783631,0.892800685449808,0.99241940403249
21,"BAU","refclim","refclim","w9",0.749235876185274,0.606392179528585,0.92572829451646
21,"BIOECONOMY","rcp45","HadGEM2_CCLM","w5",0.873711033753356,0.780111986596631,0.978540239886188
21,"BIOECONOMY","rcp45","MPI_CCLM","w6",0.525067209726192,0.330789796280645,0.83344642981595
21,"BIOECONOMY","rcp85","NCC_HIRHAM5","w6",0.928367219091228,0.874870029956306,0.985135693271176
21,"BIOECONOMY","refclim","refclim","w9",0.701395682252406,0.557206887633422,0.882896306561752
21,"CONSERVATION","rcp45","EC-EARTH_RACMO22E-r1","w8",0.84774074483321,0.74715381915559,0.961869366153515
21,"CONSERVATION","rcp85","EC-EARTH_RACMO22E-r1","w8",0.454653647417283,0.27531475544602,0.75081315120565
21,"CONSERVATION","rcp45","EC-EARTH_RACMO22E-r1","w9",0.893479221811546,0.81787454138996,0.976072831967925
21,"CONSERVATION","rcp85","EC-EARTH_RACMO22E-r1","w9",0.584226725667127,0.412184800158934,0.828077277114835
21,"CONSERVATION","rcp45","HadGEM2_CCLM","w5",0.917731524511489,0.857335679596518,0.982382013400581
21,"CONSERVATION","rcp85","HadGEM2_CCLM","w5",0.663871390530148,0.509430016905391,0.865133990026116
21,"CONSERVATION","rcp45","HadGEM2_CCLM","w6",0.825659600373311,0.713657091638741,0.955239965630027
21,"CONSERVATION","rcp45","HadGEM2_CCLM","w7",0.400853248615279,0.223966854760961,0.717442440743832
21,"CONSERVATION","rcp85","HadGEM2_CCLM","w7",0.988771192477863,0.979209858671287,0.998425886357718
21,"CONSERVATION","rcp45","HadGEM2_CCLM","w8",0.947540587018422,0.905161144833899,0.991904225199561
21,"CONSERVATION","rcp85","HadGEM2_CCLM","w8",0.975217102208965,0.956077067284575,0.994740308061141
21,"CONSERVATION","rcp45","HadGEM2_CCLM","w9",0.887141446132398,0.806010713141052,0.976438566652344
21,"CONSERVATION","rcp85","HadGEM2_CCLM","w9",0.983033839184937,0.969359726789163,0.996900843181884
21,"CONSERVATION","rcp45","MPI_CCLM","w5",0.92158988532871,0.861905451644322,0.985407291623296
21,"CONSERVATION","rcp85","MPI_CCLM","w5",0.987041802476393,0.976282540814265,0.997919638123688
21,"CONSERVATION","rcp45","MPI_CCLM","w6",0.939658324130357,0.89223255223423,0.989604967781623
21,"CONSERVATION","rcp85","MPI_CCLM","w6",0.971314634470561,0.949371961193895,0.993764465036685
21,"CONSERVATION","rcp85","MPI_CCLM","w7",0.870328584478849,0.778808466345913,0.972603506116125
21,"CONSERVATION","rcp45","MPI_CCLM","w8",0.939508963988501,0.881332813556763,1
21,"CONSERVATION","rcp85","MPI_CCLM","w8",0.870516863805771,0.755070893254397,1
21,"CONSERVATION","rcp45","MPI_CCLM","w9",0.909778443071514,0.827323002541721,1
21,"CONSERVATION","rcp85","MPI_CCLM","w9",0.930464849864837,0.864373839982566,1
21,"CONSERVATION","rcp45","NCC_HIRHAM5","w5",0.851441624094236,0.722939924908089,1
21,"CONSERVATION","rcp85","NCC_HIRHAM5","w5",0.982543279160501,0.967730432114854,0.997582863353516
21,"CONSERVATION","rcp45","NCC_HIRHAM5","w6",0.934212331769606,0.887058092386386,0.983873196492129
21,"CONSERVATION","rcp85","NCC_HIRHAM5","w6",0.961618933570513,0.93176902756525,0.992425103265771
21,"CONSERVATION","rcp45","NCC_HIRHAM5","w7",0.859647994573607,0.771718065878634,0.957596701760567
21,"CONSERVATION","rcp45","NCC_HIRHAM5","w8",0.973666425521244,0.952291522663529,0.995521104226274
21,"CONSERVATION","rcp85","NCC_HIRHAM5","w8",0.902017522600566,0.835712098583831,0.97358362103076
21,"CONSERVATION","rcp45","NCC_HIRHAM5","w9",0.979864518016735,0.963130562503573,0.996889218396707
21,"CONSERVATION","rcp85","NCC_HIRHAM5","w9",0.92440866594362,0.871244284255038,0.980817202608491
21,"CONSERVATION","refclim","refclim","w5",0.95562444648926,0.921058178489534,0.991487947292876
21,"CONSERVATION","refclim","refclim","w6",0.839124702467318,0.739862903593011,0.951703704661206
21,"CONSERVATION","refclim","refclim","w7",0.986324640980353,0.974758502232468,0.998028019429383
21,"CONSERVATION","refclim","refclim","w8",0.948182175487349,0.911324380029034,0.986530655399869
21,"CONSERVATION","refclim","refclim","w9",0.969862720227803,0.946268390341112,0.994045352977069
21,"UNMANAGED","rcp45","EC-EARTH_RACMO22E-r1","w5",0.888476927699414,0.817633229258885,0.965458866892807
21,"UNMANAGED","rcp45","EC-EARTH_RACMO22E-r1","w6",0.979350340204627,0.962683219754645,0.996306021728901
21,"UNMANAGED","rcp85","EC-EARTH_RACMO22E-r1","w6",0.922535649383686,0.870465123196476,0.977720992724577
21,"UNMANAGED","rcp45","EC-EARTH_RACMO22E-r1","w7",0.984221465113868,0.971265694562106,0.997350053455376
21,"UNMANAGED","rcp85","EC-EARTH_RACMO22E-r1","w7",0.94039324706198,0.899204706567443,0.983468450132547
